n,media,ic_low,ic_high
422,0.5684976303317539,0.5275163669999392,0.6094788936635687
423,0.5671560283687948,0.5261870836026791,0.6081249731349104
424,0.5678750000000005,0.5269786478345841,0.6087713521654168
425,0.5665411764705887,0.5256572931565958,0.6074250597845815
426,0.567384976525822,0.5265637457430269,0.6082062073086171
427,0.5681217798594852,0.527370792519538,0.6088727671994324
428,0.5688925233644864,0.528208916200822,0.6095761305281507
429,0.567568764568765,0.5268970614914591,0.608240467646071
430,0.5662534883720935,0.5255944799793165,0.6069124967648706
431,0.5649419953596293,0.5242958790103753,0.6055881117088833
432,0.5657546296296301,0.5251715333582907,0.6063377259009695
433,0.5664711316397234,0.52595764988248,0.6069846133969669
434,0.5672442396313369,0.5267959253401728,0.6076925539225009
435,0.5679517241379315,0.5275728125325713,0.6083306357432917
436,0.5666513761467894,0.5262844550841864,0.6070182972093924
437,0.5673958810068654,0.5270951230895,0.6076966389242309
438,0.5661027397260279,0.5258141091820496,0.6063913702700061
439,0.564815489749431,0.5245394539161664,0.6050915255826955
440,0.5635340909090913,0.5232711083717752,0.6037970734464075
441,0.5643242630385492,0.5241229288382747,0.6045255972388237
442,0.5630497737556566,0.522861611013599,0.6032379364977142
443,0.5637765237020321,0.5236540001996667,0.6038990472043976
444,0.5625157657657662,0.5224073484319854,0.602624183099547
445,0.5632584269662926,0.5232138808647722,0.603302973067813
446,0.5639394618834085,0.5239626358724436,0.6039162878943733
447,0.5646733780760631,0.5247602595573574,0.6045864965947688
448,0.5654263392857147,0.5255751709214556,0.6052775076499739
449,0.5641893095768378,0.5243529856875639,0.6040256334661116
450,0.5648977777777782,0.5251259388194528,0.6046696167361035
451,0.5636474501108651,0.5238881305887286,0.6034067696330017
452,0.562402654867257,0.5226562784501876,0.6021490312843265
453,0.5611633554083889,0.5214303380272798,0.600896372789498
454,0.5599295154185027,0.5202102654078897,0.5996487654291156
455,0.560738461538462,0.5210749646957733,0.6004019583811506
456,0.5614714912280706,0.5218690951317148,0.6010738873244265
457,0.562212253829322,0.5226700359922561,0.601754471666388
458,0.5629497816593889,0.5234676131034265,0.6024319502153513
459,0.5617254901960786,0.5222562645263964,0.6011947158657609
460,0.562384782608696,0.5229803750677272,0.6017891901496647
461,0.5630629067245122,0.5237217178399006,0.6024040956091238
462,0.5638008658008661,0.5245183709169167,0.6030833606848155
463,0.5625853131749462,0.5233152603383954,0.601855366011497
464,0.5633103448275864,0.5240993460050773,0.6025213436500954
465,0.5640322580645163,0.5248801863898406,0.603184329739192
466,0.5628240343347641,0.5236842115178015,0.6019638571517267
467,0.5635310492505354,0.5244506426365318,0.602611455864539
468,0.5642414529914531,0.5252198799425105,0.6032630260403957
469,0.5649381663113008,0.5259760389037875,0.603900293718814
470,0.5637404255319151,0.5247903250382298,0.6026905260256004
471,0.5625456475583865,0.5236077016969964,0.6014835934197766
472,0.5613559322033899,0.5224305164029678,0.6002813480038119
473,0.5620443974630022,0.5231780241243371,0.6009107708016672
474,0.5608607594936709,0.5220070037499045,0.5997145152374372
475,0.5596821052631579,0.5208413302284547,0.598522880297861
476,0.558514705882353,0.5196880019650876,0.5973414097996184
477,0.5573459119496855,0.518532891684924,0.596158932214447
478,0.5580502092050209,0.519293963619089,0.5968064547909528
479,0.5587453027139875,0.5200461487940995,0.5974444566338755
480,0.55939375,0.5207544944303655,0.5980330055696346
481,0.559966735966736,0.5213916650427883,0.5985418068906836
482,0.5588091286307054,0.5202472320535291,0.5973710252078818
483,0.5576542443064182,0.5191056212496616,0.5962028673631747
484,0.5583719008264462,0.5198773706088722,0.5968664310440202
485,0.557222680412371,0.5187414925789378,0.5957038682458042
486,0.5578497942386831,0.5194283022889994,0.5962712861883668
487,0.55670636550308,0.5182982806070292,0.5951144503991307
